BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.21876372306697014,-1.5130881035220434,1.0526684665698829,-0.8782296804828921,0.2596519139695107,-0.30213677337300215,0.3669015048727877,0.8587876617663065,1.1301774568738483,0.6124935963549527,0.7621277833275986,-0.2946002756346785,0,-1.1740724016897057,-0.42591159747461105,0.28014405981975654,0,-0.17171606850264562,-0.6268004648737885,0.34641016151377513,-0.8239562584234582,-0.603279280485671,-0.06485043443913802,-0.589080572602358
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.8880636369497623,0.004565807324790197,-1.0112554838568109,1.0693960548983497,-0.6460491689953253,0.4813535143594131,-2.409140028319113,-0.9557760013908381,1.1301774568738483,-0.7998676893280067,0.626063932720747,-0.6924266321019805,0,0.7362152670184379,-0.42591159747461105,1.2040807186483766,1,-0.17171606850264562,1.727132667809162,0.34641016151377513,0.507572583221989,0.767688872384814,-0.06485043443913802,1.108857548427968
0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4418636943612342,-0.7592699068802993,0.6884465929651722,-0.8782296804828921,-0.6460491689953253,1.411748231041656,0.3669015048727877,-0.04849416981226579,1.1301774568738483,-0.34098848810791843,0.9982020175277098,-1.0902529885692827,1,-0.6282759249159505,-0.42591159747461105,-1.5677292578374837,1,-0.17171606850264562,2.511777045370146,0.34641016151377513,0.34113147801630805,0.767688872384814,1.7802490228292402,-0.8720702594407457
0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.673636162110086,0.4453365801119894,0.32422471936046154,0.09558318720772876,-1.5517502519601611,-0.3511049163562781,-1.0211192617231628,1.7660694933448786,-0.6998030358455695,1.6701697533840163,-1.392653948262532,-0.6924266321019805,0,-1.1740724016897057,-0.42591159747461105,0.28014405981975654,1,1.790117771126026,0.15784391268719503,0.34641016151377513,3.0041891613072025,1.590269764107105,0.24266614177225837,1.3918472352663556
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-2.0035634934210824,-0.7517567687077903,0.08141013695732109,0.09558318720772876,-1.5517502519601611,1.460716374024932,-1.0211192617231628,-0.9557760013908381,-0.6998030358455695,-0.9829515596943162,-1.14359494050197,-0.6924266321019805,1,2.6465029357265815,2.347905072154346,-0.6437925990088635,0,-1.3488163722798487,-0.6268004648737885,1.760918321028358,-0.9903973636291391,-0.8774729110597681,-0.6798835868619307,-1.1550599462791333
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.2227135938911584,0.29006505788013515,1.2954830489730234,-0.8782296804828921,1.1653529969343466,0.13857651347648142,0.3669015048727877,-0.9557760013908381,-0.6998030358455695,-0.9214983209767048,-1.0412362467967142,-1.0902529885692827,1,-1.1740724016897057,-0.42591159747461105,0.28014405981975654,0,-0.6948717590702914,0.15784391268719503,0.34641016151377513,-0.3246329428064155,-0.8774729110597681,-0.3723670106505344,-0.02310119892558269
0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.6649636656554982,1.0714314278210793,-0.2828117366473896,1.0693960548983497,0.2596519139695107,-1.330467776021797,0.3669015048727877,0.8587876617663065,1.1301774568738483,0.14064329630519556,1.559033726628032,-0.6924266321019805,1,-0.3553776865290728,-0.42591159747461105,0.28014405981975654,0,-0.04092714586073418,-0.6268004648737885,-1.0680979980008076,0.6740136884276698,1.316076133533008,0.5501827179836547,1.6748369221047432
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.33031370871410215,0.568051170262971,-0.4042190278489598,1.0693960548983497,0.2596519139695107,-1.0366589181221415,-1.0211192617231628,-0.04849416981226579,-0.6998030358455695,-0.42030356783687717,0.07918394840346209,1.2967051502345297,0,-0.08247944814219517,-0.42591159747461105,0.28014405981975654,1,0.08986177678117727,0.15784391268719503,0.34641016151377513,-0.9903973636291391,-1.1516665416338652,-0.6798835868619307,-1.1550599462791333
0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.4418636943612342,-0.5463976586592088,-1.0112554838568109,0.09558318720772876,-1.5517502519601611,-0.8897544891723136,1.7549222714687382,-0.04849416981226579,-1.6147932822052784,-0.5198195391858119,1.0207181674250871,-0.6924266321019805,0,1.8278082205659485,2.347905072154346,-1.5677292578374837,1,-0.3025049911445571,1.727132667809162,0.34641016151377513,0.34113147801630805,1.041882502958911,-0.6798835868619307,1.108857548427968
0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0082861190514822,0.8510460414274795,-0.2828117366473896,1.0693960548983497,0.2596519139695107,-1.7711810628712807,0.3669015048727877,-0.04849416981226579,0.21518721051413947,-0.2601849216280141,0.22339781645783072,-0.2946002756346785,0,-0.3553776865290728,-0.42591159747461105,0.28014405981975654,0,-0.56408283642838,-0.6268004648737885,1.760918321028358,-0.9903973636291391,-1.1516665416338652,-0.6798835868619307,-1.1550599462791333
0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.3468859468170664,-1.0372560192631353,-1.0112554838568109,1.0693960548983497,1.1653529969343466,-1.6732447769047287,-2.409140028319113,-0.04849416981226579,0.21518721051413947,-0.17470325393085215,0.36319133606608844,-0.2946002756346785,1,-0.6282759249159505,-0.42591159747461105,1.2040807186483766,1,0.08986177678117727,-0.6268004648737885,0.34641016151377513,-0.3246329428064155,-0.3290856499115741,-0.3723670106505344,-0.589080572602358
0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.0082861190514822,-0.2458721317588457,-0.8898481926552407,-0.8782296804828921,1.1653529969343466,0.7751623722590688,0.3669015048727877,0.8587876617663065,1.1301774568738483,0.4457830802490448,0.7683438983299421,0.10322608083262351,0,-0.3553776865290728,-0.42591159747461105,0.28014405981975654,1,0.08986177678117727,0.9424882902481786,-1.0680979980008076,0.34113147801630805,1.041882502958911,0.5501827179836547,0.8258678615895803
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.4418636943612342,0.05715777453235374,-1.0112554838568109,1.0693960548983497,0.2596519139695107,0.8730986582256207,1.7549222714687382,-0.04849416981226579,-0.6998030358455695,-0.2112774998112299,0.7921032712277882,-0.6924266321019805,1,-0.6282759249159505,-0.42591159747461105,-1.5677292578374837,1,-0.6948717590702914,-0.6268004648737885,0.34641016151377513,-0.15819183760073463,0.21930161123661995,-0.3723670106505344,-0.589080572602358
0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,-0.33031370871410215,1.592342341115042,-0.2828117366473896,-0.8782296804828921,-0.6460491689953253,-0.5469774882893819,0.3669015048727877,-0.9557760013908381,0.21518721051413947,-0.8874757666693767,-1.3099105507868933,-1.0902529885692827,1,2.6465029357265815,2.347905072154346,-0.6437925990088635,1,0.08986177678117727,0.9424882902481786,0.34641016151377513,0.6740136884276698,1.590269764107105,0.8576992941950511,0.8258678615895803
0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.7891360185814063,1.196650397362897,-0.52562631905053,0.09558318720772876,0.2596519139695107,-0.40007305933955406,0.3669015048727877,2.673351324923451,0.21518721051413947,2.681915462098187,-0.5099656179297585,0.5010524372999255,0,-1.1740724016897057,-0.42591159747461105,1.2040807186483766,1,1.9209066937679375,0.15784391268719503,-1.0680979980008076,1.1733370040447124,2.412850655829396,0.5501827179836547,1.108857548427968
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.4418636943612342,-1.7184472135706248,0.8098538841667424,0.09558318720772876,-1.5517502519601611,0.13857651347648142,0.3669015048727877,-0.04849416981226579,-1.6147932822052784,-0.24615061797624124,1.6687136224471593,0.8988787937672276,0,-0.08247944814219517,-0.42591159747461105,0.28014405981975654,0,-0.6948717590702914,0.15784391268719503,0.34641016151377513,-0.6575151532177773,-0.603279280485671,-0.6798835868619307,-0.589080572602358
0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.7765136513026303,-1.2927027171284438,-0.8898481926552407,0.09558318720772876,0.2596519139695107,1.6076208029747598,-1.0211192617231628,-0.04849416981226579,1.1301774568738483,-0.4953658282774199,0.19383673622446398,-0.6924266321019805,0,1.0091135054053155,-0.42591159747461105,-1.5677292578374837,3,-0.04092714586073418,0.15784391268719503,0.34641016151377513,0.6740136884276698,1.590269764107105,2.3952821752520332,1.108857548427968
0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0.22743621952155796,0.7959496948290796,-0.4042190278489598,0.09558318720772876,1.1653529969343466,0.18754465645975735,0.3669015048727877,-0.9557760013908381,-1.6147932822052784,-0.8670622340849798,-1.3984556555980525,1.6945315067018316,1,1.5549099821790708,2.347905072154346,1.2040807186483766,0,-0.43329391378646853,-0.6268004648737885,-2.4826061575153906,-0.8239562584234582,-0.603279280485671,-0.06485043443913802,-0.589080572602358
0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,-0.21876372306697014,-0.1732451294245913,-0.4042190278489598,-1.8520425481735128,0.2596519139695107,-0.008327915473346444,0.3669015048727877,-0.9557760013908381,0.21518721051413947,-0.6327318912932572,-1.1612763342864136,-1.0902529885692827,1,-0.3553776865290728,-0.42591159747461105,1.2040807186483766,0,-0.9564496043541143,0.15784391268719503,0.34641016151377513,-0.6575151532177773,-0.603279280485671,-0.06485043443913802,-0.589080572602358
1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-0.33031370871410215,-0.36608234251899097,-0.2828117366473896,0.09558318720772876,-1.5517502519601611,-0.008327915473346444,-2.409140028319113,-0.04849416981226579,0.21518721051413947,-0.08666989466064058,1.1686617044808618,-0.6924266321019805,1,2.3736046973397036,2.347905072154346,1.2040807186483766,0,-0.3025049911445571,0.15784391268719503,0.34641016151377513,0.34113147801630805,0.767688872384814,-0.6798835868619307,0.5428781747511926
0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,-0.6649636656554982,0.8760898353358432,-0.8898481926552407,-0.8782296804828921,-1.5517502519601611,-0.5959456312726579,0.3669015048727877,-0.9557760013908381,0.21518721051413947,-0.7260812746739889,-1.1097516477114333,-1.0902529885692827,0,1.0091135054053155,-0.42591159747461105,0.28014405981975654,1,-1.0872385269960259,-1.411444842434772,0.34641016151377513,-0.8239562584234582,-0.603279280485671,-0.3723670106505344,-0.589080572602358
0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,-0.4418636943612342,-1.4805311714411706,-0.2828117366473896,0.09558318720772876,0.2596519139695107,-0.8407863461890376,0.3669015048727877,0.8587876617663065,0.21518721051413947,1.1077344024909979,1.5979880473093846,-1.0902529885692827,0,-1.1740724016897057,-0.42591159747461105,1.2040807186483766,0,0.3514396220650002,0.15784391268719503,1.760918321028358,1.0068958988390317,1.316076133533008,0.24266614177225837,0.8258678615895803
0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.3429360759928781,-0.8519319443412446,0.8098538841667424,0.09558318720772876,1.1653529969343466,0.3834172283928612,0.3669015048727877,-0.9557760013908381,-1.6147932822052784,-0.8281489375959732,1.4523928203656062,0.5010524372999255,1,0.1904187902446825,-0.42591159747461105,-0.6437925990088635,1,0.7438063899907345,-0.6268004648737885,-1.0680979980008076,-0.8239562584234582,-0.603279280485671,-0.06485043443913802,-0.589080572602358
1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.33031370871410215,0.49792854731955294,-0.8898481926552407,-0.8782296804828921,1.1653529969343466,1.411748231041656,0.3669015048727877,-0.04849416981226579,0.21518721051413947,-0.5206701030434951,0.19438927978022785,-0.2946002756346785,0,-1.1740724016897057,-0.42591159747461105,1.2040807186483766,0,-0.8256606817122029,0.15784391268719503,-1.0680979980008076,-0.6575151532177773,-0.603279280485671,-0.6798835868619307,-0.589080572602358
0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0.8967361334043501,-0.6090071434301177,-0.8898481926552407,0.09558318720772876,1.1653529969343466,-0.2531686303897262,0.3669015048727877,-0.04849416981226579,-0.6998030358455695,-0.3565112785106369,0.2417698896869792,-1.0902529885692827,0,1.0091135054053155,-0.42591159747461105,-0.6437925990088635,1,-0.3025049911445571,0.15784391268719503,1.760918321028358,0.17469037281062716,0.767688872384814,0.24266614177225837,0.8258678615895803
0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,-0.10721373741983811,0.3351438869151896,-0.8898481926552407,1.0693960548983497,0.2596519139695107,0.6282579433092409,0.3669015048727877,-0.9557760013908381,0.21518721051413947,-0.8426085231765877,-0.295578718293379,0.5010524372999255,0,1.5549099821790708,2.347905072154346,0.28014405981975654,0,0.613017467348823,2.511777045370146,0.34641016151377513,0.6740136884276698,1.041882502958911,0.24266614177225837,1.3918472352663556
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.9996136225968943,-0.37609986008233637,-1.0112554838568109,-0.8782296804828921,-1.5517502519601611,0.04064022750992951,-2.409140028319113,-0.9557760013908381,-0.6998030358455695,-0.9070387353960904,-1.457992223731609,1.6945315067018316,1,-0.6282759249159505,-0.42591159747461105,1.2040807186483766,0,-0.17171606850264562,0.9424882902481786,0.34641016151377513,0.008249267604946266,0.767688872384814,0.24266614177225837,0.8258678615895803
0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0043362482272939085,-1.6583421081905523,-0.03999715424424914,1.0693960548983497,-1.5517502519601611,0.13857651347648142,0.3669015048727877,0.8587876617663065,-0.6998030358455695,0.5002191671407699,1.4144054509068407,-0.6924266321019805,0,-0.6282759249159505,-0.42591159747461105,1.2040807186483766,1,-0.3025049911445571,2.511777045370146,0.34641016151377513,0.34113147801630805,0.21930161123661995,1.472732446617844,0.8258678615895803
0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,-0.7765136513026303,1.5597854090341692,-0.8898481926552407,-1.8520425481735128,-0.6460491689953253,-1.526340347954901,-1.0211192617231628,-0.9557760013908381,1.1301774568738483,-0.7998676893280067,-0.4509815933519659,-1.0902529885692827,0,-0.6282759249159505,-0.42591159747461105,1.2040807186483766,0,-0.6948717590702914,0.15784391268719503,0.34641016151377513,-0.3246329428064155,-0.3290856499115741,-0.3723670106505344,-0.589080572602358
0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.33898620516869,-1.7459953868698248,0.08141013695732109,0.09558318720772876,-0.6460491689953253,0.8730986582256207,-1.0211192617231628,-0.04849416981226579,-0.6998030358455695,0.0787647756587425,-0.39172129699629143,1.6945315067018316,0,-0.9011741633028282,-0.42591159747461105,-0.6437925990088635,1,-0.56408283642838,-0.6268004648737885,1.760918321028358,-0.3246329428064155,-0.8774729110597681,-0.3723670106505344,-0.3060908857639703
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.7891360185814063,-0.3585692043464819,-0.2828117366473896,-0.8782296804828921,-1.5517502519601611,0.579289800325965,-1.0211192617231628,0.8587876617663065,1.1301774568738483,0.9467651924244517,0.8686305537010836,1.6945315067018316,1,0.7362152670184379,-0.42591159747461105,1.2040807186483766,1,3.0980069975451405,0.15784391268719503,0.34641016151377513,-0.3246329428064155,-0.603279280485671,-0.6798835868619307,-0.02310119892558269
0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0043362482272939085,-0.8970107733762991,-1.0112554838568109,1.0693960548983497,-0.6460491689953253,-0.0572960584566224,0.3669015048727877,-0.04849416981226579,-0.6998030358455695,-0.007354814931681857,0.17601720655107936,1.2967051502345297,0,-0.9011741633028282,-0.42591159747461105,-0.6437925990088635,1,-0.43329391378646853,-0.6268004648737885,-1.0680979980008076,-0.15819183760073463,0.21930161123661995,0.5501827179836547,-0.3060908857639703
0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,-1.3342635795382904,-0.29095096079390015,-0.7684409014536705,0.09558318720772876,-1.5517502519601611,1.2158756591085522,0.3669015048727877,-0.9557760013908381,-1.6147932822052784,-0.5210953849723368,-0.6949295732217121,0.8988787937672276,0,-0.6282759249159505,-0.42591159747461105,0.28014405981975654,1,-0.6948717590702914,1.727132667809162,0.34641016151377513,-0.8239562584234582,-0.603279280485671,-0.6798835868619307,-0.589080572602358
0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.450536190815822,1.3919919898481332,0.32422471936046154,0.09558318720772876,-0.6460491689953253,-0.8407863461890376,0.3669015048727877,2.673351324923451,0.21518721051413947,2.777816537051968,0.2559978862478987,-0.6924266321019805,0,-0.9011741633028282,-0.42591159747461105,1.2040807186483766,0,1.5285399258422032,-2.1960892199957556,0.34641016151377513,2.50486584569016,2.96123791697759,3.932865056309015,1.108857548427968
1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-1.3342635795382904,-0.080583091963646,-0.8898481926552407,-1.8520425481735128,1.1653529969343466,0.530321657342689,1.7549222714687382,-0.04849416981226579,0.21518721051413947,-0.27124225177789574,-1.3059046100076053,-0.6924266321019805,0,0.46331702863156016,-0.42591159747461105,0.28014405981975654,2,-0.56408283642838,2.511777045370146,0.34641016151377513,0.008249267604946266,0.767688872384814,-0.6798835868619307,0.8258678615895803
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.450536190815822,-1.3953822721527345,-0.2828117366473896,-1.8520425481735128,-0.6460491689953253,-0.5469774882893819,-2.409140028319113,2.673351324923451,0.21518721051413947,2.868826869824071,0.8090939855675271,-0.6924266321019805,0,1.8278082205659485,2.347905072154346,-0.6437925990088635,2,1.2669620805583803,0.15784391268719503,0.34641016151377513,2.338424740484479,3.2354315475516873,0.8576992941950511,1.6748369221047432
0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.10721373741983811,-0.9395852230205172,-0.8898481926552407,1.0693960548983497,0.2596519139695107,-0.6449137742559338,0.3669015048727877,-0.04849416981226579,-0.6998030358455695,-0.22786349503605235,-1.6719647157011654,2.490184219636436,1,-1.1740724016897057,-0.42591159747461105,1.2040807186483766,0,0.8745953126326459,-0.6268004648737885,0.34641016151377513,1.5062192144560742,2.687044286403493,0.8576992941950511,2.2408162957815185
0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,-0.8880636369497623,1.482149647918242,0.08141013695732109,0.09558318720772876,0.2596519139695107,1.6076208029747598,0.3669015048727877,-0.9557760013908381,0.21518721051413947,-0.8164536845528292,-1.612290011678668,-0.6924266321019805,0,-1.1740724016897057,-0.42591159747461105,0.28014405981975654,0,-1.3488163722798487,2.511777045370146,0.34641016151377513,-0.9903973636291391,-1.1516665416338652,-0.6798835868619307,-1.1550599462791333
0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.8880636369497623,-1.43294796301528,1.1740757577714531,0.09558318720772876,1.1653529969343466,-1.575308490938177,0.3669015048727877,-0.04849416981226579,1.1301774568738483,-0.47197532219113175,1.1352328193571481,0.5010524372999255,0,-0.9011741633028282,-0.42591159747461105,-0.6437925990088635,2,-0.43329391378646853,-0.6268004648737885,1.760918321028358,-0.6575151532177773,-0.603279280485671,-0.3723670106505344,-0.589080572602358
0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,-1.6689135364796865,1.1315365332011518,1.1740757577714531,-1.8520425481735128,0.2596519139695107,0.6772260862925169,0.3669015048727877,-0.9557760013908381,1.1301774568738483,-0.8842861522030646,-0.336328805530964,-0.6924266321019805,0,2.3736046973397036,2.347905072154346,-1.5677292578374837,2,-1.2180274496379373,2.511777045370146,0.34641016151377513,-0.8239562584234582,-0.603279280485671,-0.06485043443913802,-0.589080572602358
0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,-1.2227135938911584,-0.5814589701309179,0.08141013695732109,0.09558318720772876,0.2596519139695107,-0.9876907751388655,0.3669015048727877,-0.04849416981226579,1.1301774568738483,-0.3822408352055538,-0.7323643991247138,-0.6924266321019805,0,-0.6282759249159505,-0.42591159747461105,-1.5677292578374837,0,-0.8256606817122029,0.9424882902481786,0.34641016151377513,-0.3246329428064155,-0.3290856499115741,-0.3723670106505344,-0.589080572602358
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.33031370871410215,-1.558166932557098,-1.0112554838568109,1.0693960548983497,-0.6460491689953253,0.2854809424263093,1.7549222714687382,-0.9557760013908381,1.1301774568738483,-0.6807887492523582,-0.12097495467199783,-0.2946002756346785,0,0.1904187902446825,-0.42591159747461105,0.28014405981975654,0,-0.17171606850264562,-0.6268004648737885,0.34641016151377513,-0.4910740480120964,-0.603279280485671,-0.3723670106505344,-0.3060908857639703
